"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"4","4","Losheel, Clockwork Scholar","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","38","False","False","0.17"
"1","1","Lost Soul","6ed","Near Mint","English","","","2023-10-26 21:38:17.963000","142","False","False","0.12"
"2","2","Lotus Cobra","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","193","False","False","2.71"
"1","1","Lotus-Eye Mystics","uma","Near Mint","English","","","2023-10-26 21:38:17.963000","23","False","False","0.03"
"1","1","Love Song of Night and Day","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","827","False","False","0.06"
"2","2","Loxodon Warhammer","onc","Near Mint","English","","","2023-10-26 21:38:17.963000","135","False","False","0.42"
"1","1","Loyal Drake","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","104","False","False","0.14"
"2","2","Loyal Guardian","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","304","False","False","0.16"
"1","1","Loyal Unicorn","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","40","False","False","0.11"
"1","1","Loyal Warhound","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","23","False","False","0.74"
"2","2","Lozhan, Dragons' Legacy","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","281","False","False","0.18"
"1","1","Lucid Dreams","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","50","False","False","0.02"
"2","2","Lullmage's Domination","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","66","False","False","0.02"
"3","3","Lulu, Loyal Hollyphant","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","32","False","False","0.08"
"1","1","Lumbering Battlement","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","15","False","False","0.18"
"1","1","Luminescent Rain","mor","Near Mint","English","","","2023-10-26 21:38:17.963000","129","False","False","0.11"
"2","2","Lunar Frenzy","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","147","False","False","0.06"
"1","1","Lunar Rejection","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","0.01"
"2","2","Lupine Prototype","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","197","False","False","0.21"
"1","1","Lure","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","175","False","False","0.13"
"1","1","Lurking Arynx","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","192","False","False","0.02"
"2","2","Lurking Chupacabra","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","111","False","False","0.02"
"2","2","Lurking Roper","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","194","False","False","0.02"
"1","1","Luxurious Libation","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","152","False","False","0.01"
"1","1","Macabre Mockery","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","191","False","False","0.08"
"1","1","Mace of the Valiant","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","41","False","False","0.08"
"1","1","Machine God's Effigy","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","16","False","False","0.44"
"3","3","Maddening Cacophony","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","3.50"
"2","2","Maelstrom Muse","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","202","False","False","0.02"
"1","1","Maestros Theater","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","251","False","False","0.28"
"1","1","Mage Hunter","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","76","False","False","0.05"
"1","1","Mage Hunters' Onslaught","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","77","False","False","0.01"
"1","1","Mage-Ring Network","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1009","False","False","0.13"
"1","1","Mage-Ring Responder","ori","Near Mint","English","","","2023-10-26 21:38:17.963000","232","False","False","0.12"
"3","3","Mage's Attendant","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","698","False","False","0.01"
"4","4","Magic Missile","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","0.07"
"2","2","Magister of Worth","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","223","False","False","0.18"
"1","1","Magma Pummeler","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","169","False","False","0.02"
"1","1","Magmaquake","afc","Near Mint","English","","","2023-10-26 21:38:17.963000","133","False","False","0.10"
"1","1","Magmaroth","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","102","False","False","0.04"
"1","1","Magmatic Channeler","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","148","False","False","0.13"
"1","1","Magmatic Sprinter","one","Near Mint","English","","","2023-10-26 21:38:17.963000","140","False","False","0.01"
"1","1","Magnanimous Magistrate","j22","Near Mint","English","","","2023-10-26 21:38:17.963000","7","False","False","0.07"
"1","1","Magus of the Bridge","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","92","False","False","0.07"
"1","1","Magus of the Candelabra","bbd","Near Mint","English","","","2023-10-26 21:38:17.963000","206","False","False","1.63"
"3","3","Mahadi, Emporium Master","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","282","False","False","0.25"
"1","1","Maja, Bretagard Protector","khm","Near Mint","English","","","2023-10-26 21:38:17.963000","222","False","False","0.24"
"2","2","Make Obsolete","kld","Near Mint","English","","","2023-10-26 21:38:17.963000","89","False","False","0.07"
"2","2","Makeshift Munitions","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","242","False","False","0.05"
"1","1","Malakir Bloodwitch","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","131","False","False","0.63"
"1","1","Malakir Cullblade","ori","Near Mint","English","","","2023-10-26 21:38:17.963000","108","False","False","0.15"
"2","2","Malefic Scythe","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","112","False","False","0.04"
"1","1","Malevolent Hermit // Benevolent Geist","mid","Near Mint","English","","","2023-10-30 21:48:27.477000","61","False","False",""
"2","2","Malicious Malfunction","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","110","False","False","0.02"
"1","1","Mana Bloom","rtr","Near Mint","English","","","2023-10-26 21:38:17.963000","130","False","False","0.47"
"1","1","Mana Geode","war","Near Mint","English","","","2023-10-26 21:38:17.963000","241","False","False","0.14"
"2","2","Mana Geyser","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","176","False","False","2.48"
"3","3","Manaweft Sliver","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","900","False","False","0.49"
"1","1","Mandate of Peace","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","4","False","False","0.30"
"1","1","Mangara, the Diplomat","cmm","Near Mint","English","","","2023-10-30 21:48:27.477000","42","False","False",""
"1","1","Manglehorn","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","175","False","False","0.48"
"3","3","Manifold Key","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","319","False","False","0.25"
"1","1","Manticore Eternal","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","103","False","False","0.04"
"1","1","Maraleaf Pixie","eld","Near Mint","English","","","2023-10-26 21:38:17.963000","196","False","False","0.09"
"1","1","Marang River Prowler","znc","Near Mint","English","","","2023-10-26 21:38:17.963000","29","False","False","0.04"
"1","1","Marang River Skeleton","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","108","False","False","0.12"
"2","2","Marauding Looter","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","225","False","False","0.07"
"1","1","Marble Diamond","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","320","False","False","0.14"
"1","1","Marble Gargoyle","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","21","False","False","0.04"
"1","1","March of Progress","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","8","False","False","0.21"
"2","2","March of Reckless Joy","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","0.17"
"4","4","Mardu Blazebringer","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","115","False","False","0.02"
"3","3","Mardu Heart-Piercer","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","116","False","False","0.04"
"3","3","Mardu Roughrider","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","187","False","False","0.05"
"1","1","Mardu Shadowspear","frf","Near Mint","English","","","2023-10-26 21:38:17.963000","74","False","False","0.16"
"1","1","Marionette Master","afc","Near Mint","English","","","2023-10-26 21:38:17.963000","102","False","False","0.89"
"2","2","Mark for Death","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","99","False","False","0.04"
"1","1","Mark of Eviction","rav","Near Mint","English","","","2023-10-26 21:38:17.963000","58","False","False","0.17"
"2","2","Markov Retribution","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","171","False","False","0.04"
"1","1","Marsh Gas","4ed","Near Mint","English","","","2023-10-26 21:38:17.963000","146","False","False","0.03"
"1","1","Martial Impetus","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","33","False","False","0.07"
"1","1","Martial Law","rtr","Near Mint","English","","","2023-10-26 21:38:17.963000","14","False","False","0.12"
"3","3","Mascot Interception","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","110","False","False","0.03"
"2","2","Mask of Griselbrand","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","111","False","False","0.55"
"1","1","Mask of the Jadecrafter","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","201","False","False","0.01"
"1","1","Mass Diminish","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","10","False","False","0.37"
"3","3","Mass Manipulation","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","42","False","False","0.86"
"1","1","Massacre Wurm","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","256","False","False","2.46"
"1","1","Master Biomancer","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","250","False","False","0.84"
"1","1","Master of Ceremonies","ncc","Near Mint","English","","","2023-10-30 21:48:27.477000","18","False","False",""
"1","1","Master of Etherium","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","226","False","False","0.13"
"1","1","Master of the Feast","jou","Near Mint","English","","","2023-10-26 21:38:17.963000","75","False","False","2.75"
"1","1","Master of Waves","ths","Near Mint","English","","","2023-10-26 21:38:17.963000","53","False","False","0.69"
"4","4","Master Symmetrist","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","138","False","False","0.03"
"2","2","Master the Way","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","188","False","False","0.07"
"1","1","Master Transmuter","2xm","Near Mint","English","","","2023-10-26 21:38:17.963000","58","False","False","0.93"
"2","2","Maul of the Skyclaves","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","195","False","False","0.09"
"2","2","Mausoleum Wanderer","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","69","False","False","1.96"
"1","1","Maverick Thopterist","c18","Near Mint","English","","","2023-10-26 21:38:17.963000","185","False","False","0.07"
"1","1","Mavren Fein, Dusk Apostle","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","24","False","False","1.59"
"1","1","Mayhem Devil","war","Near Mint","English","","","2023-10-26 21:38:17.963000","204","False","False","2.74"
"4","4","Mazzy, Truesword Paladin","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","283","False","False","0.12"
"1","1","Meeting of Minds","mom","Near Mint","English","","","2023-10-26 21:38:17.963000","66","False","False","0.13"
"2","2","Memnite","som","Near Mint","English","","","2023-10-26 21:38:17.963000","174","False","False","2.28"
"2","2","Memory Plunder","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","849","False","False","0.45"
"1","1","Memory's Journey","isd","Near Mint","English","","","2023-10-26 21:38:17.963000","66","False","False","0.23"
"1","1","Mental Vapors","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","72","False","False","0.09"
"3","3","Mentor of the Meek","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","196","False","False","0.16"
"1","1","Mentor's Guidance","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","46","False","False","0.04"
"2","2","Merchant Scroll","8ed","Near Mint","English","","","2023-10-26 21:38:17.963000","91","False","False","4.02"
"1","1","Merchant's Dockhand","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","163","False","False","0.10"
"1","1","Merciless Eternal","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","71","False","False","0.04"
"1","1","Merciless Eviction","onc","Near Mint","English","","","2023-10-26 21:38:17.963000","120","False","False","0.33"
"2","2","Merciless Javelineer","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","202","False","False","0.09"
"1","1","Mer-Ek Nightblade","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","97","False","False","0.11"
"2","2","Merfolk of the Depths","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","221","False","False","0.04"
"2","2","Merfolk Windrobber","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","70","False","False","0.08"
"1","1","Mesmeric Fiend","a25","Near Mint","English","","","2023-10-26 21:38:17.963000","97","False","False","0.15"
"3","3","Mesmerizing Benthid","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","43","False","False","0.89"
"2","2","Metalwork Colossus","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","960","False","False","0.19"
"6","6","Meteor Golem","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","399","False","False","0.10"
"1","1","Meteor Swarm","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","155","False","False","0.15"
"2","2","Meteoric Mace","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","243","False","False","0.06"
"1","1","Meteorite","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","235","False","False","0.01"
"1","1","Metropolis Angel","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","203","False","False","0.06"
"1","1","Metropolis Reformer","mat","Near Mint","English","","","2023-10-30 21:48:27.477000","4","False","False",""
"1","1","Miasmic Mummy","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","100","False","False","0.06"
"1","1","Michiko's Reign of Truth // Portrait of Michiko","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","29","False","False","0.11"
"2","2","Midnight Clock","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","99","False","False","0.25"
"2","2","Midnight Entourage","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","66","False","False","0.07"
"2","2","Mighty Servant of Leuk-o","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","324","False","False","0.22"
"1","1","Migration Path","dmc","Near Mint","English","","","2023-10-26 21:38:17.963000","135","False","False","0.33"
"1","1","Migratory Route","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","336","False","False","0.05"
"2","2","Mikaeus, the Lunarch","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","197","False","False","0.26"
"2","2","Mikokoro, Center of the Sea","dmc","Near Mint","English","","","2023-10-26 21:38:17.963000","217","False","False","1.61"
"2","2","Millicent, Restless Revenant","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","1","False","False","0.31"
"2","2","Millikin","dmr","Near Mint","English","","","2023-10-26 21:38:17.963000","231","False","False","0.07"
"1","1","Millstone","m19","Near Mint","English","","","2023-10-26 21:38:17.963000","242","False","False","0.06"
"1","1","Mimic","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","249","False","False","0.01"
"1","1","Mimic Vat","ncc","Near Mint","English","","","2023-10-30 21:48:27.477000","372","False","False",""
"1","1","Miming Slime","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","113","False","False","0.22"
"2","2","Mina and Denn, Wildborn","znc","Near Mint","English","","","2023-10-26 21:38:17.963000","94","False","False","0.48"
"1","1","Mind Carver","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","113","False","False","0.05"
"2","2","Mind Flayer","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","728","False","False","0.19"
"2","2","Mind Shatter","mm3","Near Mint","English","","","2023-10-26 21:38:17.963000","77","False","False","0.19"
"1","1","Mind Spring","c20","Near Mint","English","","","2023-10-26 21:38:17.963000","116","False","False","0.30"
"11","11","Mind Stone","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","148","False","False","0.22"
"2","2","Mindcrank","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","866","False","False","2.77"
"1","1","Mindeye Drake","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","43","False","False","0.11"
"1","1","Mindless Automaton","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","365","False","False","0.06"
"2","2","Mindlink Mech","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","62","False","False","0.09"
"1","1","Minecart Daredevil // Ride the Rails","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","141","False","False","0.01"
"1","1","Minion of the Mighty","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","156","False","False","0.63"
"2","2","Minister of Pain","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","111","False","False","0.10"
"3","3","Ministrant of Obligation","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","43","False","False","0.06"
"1","1","Minotaur Abomination","m14","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.03"
"5","5","Minsc & Boo, Timeless Heroes","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","285","False","False","4.68"
"4","4","Minthara, Merciless Soul","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","286","False","False","0.15"
"2","2","Mirage Mirror","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","962","False","False","1.40"
"1","1","Mirari","c13","Near Mint","English","","","2023-10-26 21:38:17.963000","246","False","False","0.50"
"1","1","Mirari's Wake","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","928","False","False","4.15"
"2","2","Mirri the Cursed","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","125","False","False","0.23"
"2","2","Mirror Entity","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","701","False","False","0.54"
"3","3","Mirror Image","m19","Near Mint","English","","","2023-10-26 21:38:17.963000","61","False","False","0.37"
"1","1","Mirror Match","c15","Near Mint","English","","","2023-10-26 21:38:17.963000","13","False","False","0.08"
"1","1","Mirrorworks","c18","Near Mint","English","","","2023-10-26 21:38:17.963000","211","False","False","0.56"
"1","1","Miscast","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","57","False","False","1.14"
"1","1","Mishra, Eminent One","brc","Near Mint","English","","","2023-10-26 21:38:17.963000","1","False","False","0.28"
"1","1","Mishra, Excavation Prodigy","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","140","False","False","0.04"
"1","1","Mishra's Bauble","2xm","Near Mint","English","","","2023-10-26 21:38:17.963000","274","False","False","0.91"
"1","1","Mishra's Factory","dmr","Near Mint","English","","","2023-10-26 21:38:17.963000","251","False","False","0.07"
"1","1","Mission Briefing","grn","Near Mint","English","","","2023-10-26 21:38:17.963000","44","False","False","0.37"
"1","1","Mistfire Adept","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","59","False","False","0.05"
"1","1","Mistmeadow Vanisher","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","42","False","False","0.08"
"2","2","Mistvault Bridge","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","249","False","False","0.15"
"2","2","Mizzium Mortars","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","803","False","False","0.19"
"1","1","Mizzix's Mastery","c15","Near Mint","English","","","2023-10-26 21:38:17.963000","29","False","False","5.65"
"1","1","Mnemonic Sphere","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","64","False","False","0.01"
"1","1","Mnemonic Wall","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","0.13"
"1","1","Mobilizer Mech","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","65","False","False","0.05"
"1","1","Modify Memory","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","83","False","False","0.09"
"1","1","Mogg Salvage","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","282","False","False","0.03"
"1","1","Mogg War Marshal","tsr","Near Mint","English","","","2023-11-13 22:50:52.917000","176","False","False",""
"1","1","Molten Disaster","c13","Near Mint","English","","","2023-10-26 21:38:17.963000","117","False","False","0.40"
"3","3","Molten Primordial","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","101","False","False","0.72"
"1","1","Molten Slagheap","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","282","False","False","0.07"
"2","2","Momentous Fall","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","173","False","False","1.69"
"1","1","Mondrak, Glory Dominus","one","Near Mint","English","","","2023-10-26 21:38:17.963000","23","False","False","23.35"
"2","2","Monk Class","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","228","False","False","0.21"
"4","4","Monk of the Open Hand","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","25","False","False","0.06"
"1","1","Monologue Tax","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","19","False","False","4.28"
"1","1","Monoskelion","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","229","False","False","0.02"
"1","1","Monster Manual // Zoological Study","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","242","False","False","4.65"
"1","1","Monstrous Rage","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","142","False","False","0.19"
"2","2","Moon-Blessed Cleric","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","26","False","False","0.58"
"2","2","Moonsilver Key","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","255","False","False","0.45"
"1","1","Moor Fiend","ice","Near Mint","English","","","2023-10-26 21:38:17.963000","153","False","False","0.09"
"2","2","Moorland Haunt","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","175","False","False","0.11"
"2","2","Morphic Pool","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","357","False","False","12.35"
"2","2","Mortician Beetle","mm3","Near Mint","English","","","2023-10-26 21:38:17.963000","78","False","False","0.28"
"2","2","Mortify","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","337","False","False","0.16"
"1","1","Mortuary Mire","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","900","False","False","0.17"
"2","2","Moss-Pit Skeleton","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","228","False","False","0.04"
"2","2","Mosswort Bridge","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","415","False","False","0.35"
"1","1","Mother of Runes","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","702","False","False","3.42"
"38","38","Mountain","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","273","False","False","0.04"
"1","1","Mountain Goat","6ed","Near Mint","English","","","2023-10-26 21:38:17.963000","195","False","False","0.10"
"1","1","Mouth // Feed","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","214","False","False","0.30"
"4","4","Mr. Orfeo, the Boulder","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","204","False","False","0.04"
"1","1","Mulldrifter","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","60","False","False","0.27"
"3","3","Multiclass Baldric","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","684","False","False","0.10"
"2","2","Murasa Rootgrazer","znr","Near Mint","English","","","2023-10-26 21:38:17.963000","229","False","False","0.05"
"1","1","Murder Investigation","ori","Near Mint","English","","","2023-10-26 21:38:17.963000","27","False","False","0.09"
"2","2","Murk Dwellers","5ed","Near Mint","English","","","2023-10-26 21:38:17.963000","180","False","False","0.17"
"2","2","Murmuring Mystic","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.22"
"2","2","Muxus, Goblin Grandee","j22","Near Mint","English","","","2023-10-26 21:38:17.963000","575","False","False","4.91"
"1","1","Muzzio, Visionary Architect","cns","Near Mint","English","","","2023-10-26 21:38:17.963000","23","False","False","1.05"
"2","2","Mycoloth","cma","Near Mint","English","","","2023-10-26 21:38:17.963000","129","False","False","2.41"
"2","2","Mycosynth Wellspring","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","252","False","False","0.09"
"3","3","Myr Battlesphere","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","366","False","False","0.22"
"3","3","Myr Convert","one","Near Mint","English","","","2023-10-26 21:38:17.963000","234","False","False","0.11"
"1","1","Myr Retriever","2xm","Near Mint","English","","","2023-10-26 21:38:17.963000","277","False","False","1.32"
"1","1","Myr Scrapling","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","230","False","False","0.02"
"13","13","Myriad Landscape","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","164","False","False","0.19"
"2","2","Myrkul, Lord of Bones","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","287","False","False","0.22"
"3","3","Myrsmith","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","44","False","False","0.06"
"3","3","Mystery Key","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","85","False","False","0.03"
"4","4","Mystic Archaeologist","m19","Near Mint","English","","","2023-10-26 21:38:17.963000","63","False","False","0.08"
"1","1","Mystic Barrier","c13","Near Mint","English","","","2023-10-26 21:38:17.963000","18","False","False","0.80"
"1","1","Mystic Genesis","mm3","Near Mint","English","","","2023-10-26 21:38:17.963000","174","False","False","0.12"
"3","3","Mystic Monastery","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","1014","False","False","0.22"
"2","2","Mystic Redaction","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","53","False","False","0.01"
"3","3","Mystic Retrieval","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","90","False","False","0.20"
"2","2","Mystic Sanctuary","eld","Near Mint","English","","","2023-10-26 21:38:17.963000","247","False","False","1.04"
"1","1","Mystical Teachings","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","76","False","False","0.10"
"3","3","Mystical Tutor","dmr","Near Mint","English","","","2023-10-26 21:38:17.963000","60","False","False","6.83"
"3","3","Nadaar, Selfless Paladin","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","27","False","False","0.60"
"1","1","Nadir Kraken","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","228","False","False","0.49"
"2","2","Nafs Asp","4ed","Near Mint","English","","","2023-10-26 21:38:17.963000","264","False","False","0.05"
"1","1","Nahiri's Sacrifice","one","Near Mint","English","","","2023-10-26 21:38:17.963000","142","False","False","0.04"
"1","1","Najal, the Storm Runner","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","208","False","False","0.03"
"1","1","Nantuko Cultivator","mh1","Near Mint","English","","","2023-10-26 21:38:17.963000","173","False","False","0.04"
"2","2","Naomi, Pillar of Order","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","229","False","False","0.05"
"2","2","Narnam Renegade","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","117","False","False","0.23"
"2","2","Narset, Parter of Veils","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","853","False","False","0.63"
"1","1","Naturalize","m19","Near Mint","English","","","2023-10-26 21:38:17.963000","190","False","False","0.05"
"1","1","Nature's Lore","5ed","Near Mint","English","","","2023-10-30 21:48:27.477000","316","False","False",""
"3","3","Nature's Way","ddu","Near Mint","English","","","2023-10-26 21:38:17.963000","20","False","False","0.18"
"1","1","Navigator's Ruin","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","63","False","False","0.05"
"7","7","Nebelgast Herald","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","109","False","False","0.05"
"2","2","Nebelgast Intruder","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","64","False","False","0.01"
"1","1","Nebuchadnezzar","chr","Near Mint","English","","","2023-10-26 21:38:17.963000","80","False","False","0.23"
"1","1","Necrogen Rotpriest","one","Near Mint","English","","","2023-10-26 21:38:17.963000","212","False","False","0.09"
"2","2","Necrogenesis","c16","Near Mint","English","","","2023-10-26 21:38:17.963000","215","False","False","0.26"
